appid,rank,prev_rank,rank_change
2160220,4876,5541,665
4094120,4961,5625,664
737040,5764,6428,664
2300230,7607,8271,664
1819410,8528,N/A,664
3416090,8529,N/A,663
2669410,1147,1809,662
924750,2910,3572,662
1869500,8530,N/A,662
4613570,3992,4653,661
1140150,6864,7525,661
1862520,7707,8368,661
1670690,8292,8953,661
2134320,8531,N/A,661
4289560,6154,6814,660
10100,8532,N/A,660
2100280,1813,2471,658
48705,8022,8679,657
3814570,8535,N/A,657
3914600,3243,3899,656
1390410,7527,8182,655
1422940,8537,N/A,655
4322960,1749,2403,654
3111930,8538,N/A,654
3183280,2128,2781,653
4369750,4052,4705,653
3534380,8539,N/A,653
1605220,4113,4765,652
2745870,4977,5628,651
447040,1329,1979,650
2026000,3290,3939,649
2172900,8543,N/A,649
1150440,340,987,647
2522910,4395,5042,647
4429520,4447,5094,647
3124230,5182,5829,647
1474740,7989,8636,647
2815290,1870,2516,646
1533008,8546,N/A,646
1530430,8114,8759,645
752470,3532,4176,644
673130,8548,N/A,644
1043260,3847,4489,642
1109840,6693,7335,642
2224690,8550,N/A,642
1721110,210,851,641
4195470,1170,1811,641
21090,4996,5637,641
2807090,8367,9008,641
2632050,1433,2073,640
1177980,1580,2220,640
1125240,3360,4000,640
3405160,3613,4253,640
3195280,8552,N/A,640
1790600,9,648,639
1227890,1782,2421,639
482920,3644,4283,639
1291340,4958,5597,639
2877540,8553,N/A,639
1723780,3431,4069,638
3663320,5803,6441,638
237930,8555,N/A,637
1773800,8556,N/A,636
2966320,1566,2201,635
2441370,7476,8111,635
1743830,7825,8460,635
2390260,8557,N/A,635
1656930,8558,N/A,634
944290,3584,4217,633
1047180,5862,6495,633
1642870,7384,8017,633
2981070,8559,N/A,633
1583230,1999,2631,632
2911770,8560,N/A,632
3743490,1529,2160,631
2983230,7335,7966,631
2429190,3106,3736,630
2527390,4368,4998,630
3258290,1872,2501,629
3500390,2304,2933,629
4399570,7446,8075,629
1837220,8563,N/A,629
228380,2324,2952,628
897450,4166,4794,628
3930240,4744,5372,628
397740,5312,5940,628
750920,2109,2736,627
4542910,4049,4675,626
3196180,8566,N/A,626
2716400,1801,2426,625
671860,3645,4270,625
2207970,8567,N/A,625
1868360,3686,4310,624
2727210,6273,6897,624
4171240,8570,N/A,622
4087980,8571,N/A,621
2753970,1486,2106,620
201810,2382,3002,620
32470,2054,2673,619
38420,2338,2957,619
2536260,8480,9098,618
1430610,6156,6773,617
2400340,7314,7931,617
2112230,8575,N/A,617
598190,4471,5087,616
3622640,1510,2125,615
1938100,8577,N/A,615
19980,8578,N/A,614
3093020,5644,6257,613
1293080,8579,N/A,613
4496510,2967,3579,612
2198510,3619,4231,612
1619230,7657,8269,612
335240,1947,2558,611
3351850,3617,4228,611
965680,3784,4395,611
3663060,6594,7205,611
3662720,8460,9071,611
230190,2880,3490,610
4429510,4445,5055,610
657200,7073,7683,610
3951680,7295,7904,609
3484640,8117,8726,609
1321680,3547,4155,608
3684610,5055,5663,608
1635100,6756,7364,608
1733250,8584,N/A,608
602960,449,1056,607
4584210,5516,6123,607
994910,2876,3482,606
780310,1409,2014,605
4261920,4443,5047,604
1216710,5438,6042,604
1329510,8588,N/A,604
3801380,3084,3687,603
1485650,5657,6258,601
4530880,8591,N/A,601
2991170,4796,5396,600
1244630,6254,6854,600
3788120,8592,N/A,600
2069040,3155,3754,599
1346360,8138,8737,599
2854750,5621,6219,598
1945600,8594,N/A,598
882100,8595,N/A,597
3976890,1865,2461,596
3522640,2830,3426,596
2499800,3615,4211,596
2473640,6639,7235,596
222420,3390,3984,594
405710,8598,N/A,594
2172910,2221,2814,593
2074800,2997,3589,592
2617700,5919,6510,591
2292260,6757,7348,591
230700,6842,7433,591
4846570,8601,N/A,591
3583210,2064,2654,590
2288350,4012,4602,590
2689180,4965,5555,590
2001070,1761,2350,589
3977280,4206,4795,589
1947500,6496,7085,589
4626610,7084,7673,589
666140,2371,2959,588
2153610,6152,6739,587
3845640,8605,N/A,587
214490,1577,2163,586
1022450,4676,5262,586
666150,1490,2075,585
3607440,3525,4110,585
4327530,8079,8664,585
2134770,8607,N/A,585
1471590,3732,4316,584
282470,5261,5845,584
298030,7779,8363,584
316867,8259,8843,584
3338950,2882,3465,583
3004100,4830,5413,583
4187140,1848,2430,582
2353722,4204,4785,581
3030340,5014,5595,581
2806770,5870,6451,581
2973120,3773,4353,580
3511030,2140,2719,579
4639880,6439,7018,579
3979530,2955,3532,577
4777900,3831,4408,577
4399560,8615,N/A,577
1469610,5574,6150,576
253430,6295,6869,574
1059530,711,1284,573
3972390,6142,6715,573
2776090,2158,2730,572
554620,2343,2915,572
1410710,4116,4688,572
261050,5605,6176,571
3524350,4755,5325,570
2988580,1258,1827,569
1401730,4241,4810,569
3043580,4939,5508,569
3484850,5114,5683,569
1674200,2594,3162,568
1456180,3133,3701,568
355950,8624,N/A,568
3335020,3125,3692,567
859580,2915,3481,566
47897,7773,8339,566
790820,8626,N/A,566
2871440,6318,6883,565
3117290,8627,N/A,565
3315570,3273,3837,564
2008920,4274,4838,564
4439930,8628,N/A,564
2231450,2000,2563,563
3028020,4130,4691,561
2989180,5208,5769,561
3894520,8631,N/A,561
4511560,3909,4469,560
4221310,4159,4719,560
835430,5160,5719,559
2511580,6264,6822,558
2532430,8634,N/A,558
32510,3119,3676,557
1151380,3320,3877,557
3118100,4316,4873,557
1307890,3384,3940,556
3572160,4900,5456,556
4094210,5248,5804,556
1392960,8636,N/A,556
4195600,1283,1838,555
3371260,3318,3873,555
2005310,8637,N/A,555
918570,3875,4429,554
1217390,7983,8537,554
2302990,8638,N/A,554
2638370,4067,4620,553
4839780,4189,4742,553
561140,4901,5454,553
1353230,2498,3050,552
2167630,3415,3967,552
287980,2563,3114,551
1843940,8641,N/A,551
1942650,2919,3469,550
2511800,8643,N/A,549
3255980,3393,3941,548
1205040,3531,4079,548
1331510,5814,6362,548
3204120,6423,6971,548
1706360,8644,N/A,548
571260,3307,3854,547
2774040,2342,2888,546
2442380,2494,3039,545
865940,4675,5220,545
2126190,7195,7740,545
2695220,8180,8725,545
3795900,8647,N/A,545
3631290,3150,3694,544
2151290,6847,7391,544
1846330,8456,9000,544
2214821,2348,2891,543
1592630,6613,7156,543
1798020,8649,N/A,543
1626620,8011,8553,542
1636440,721,1262,541
2140020,2673,3214,541
1173900,4128,4668,540
1458100,5434,5974,540
2543810,2307,2846,539
1745510,3380,3919,539
1546320,3946,4485,539
4209010,4865,5404,539
848050,5037,5576,539
552100,1286,1824,538
1235730,2165,2703,538
2833600,2942,3480,538
4181620,7324,7862,538
1154810,8654,N/A,538
249050,5771,6308,537
4131660,2088,2624,536
4518280,8368,8904,536
3744430,2444,2979,535
474960,6532,7066,534
1154790,7659,8192,533
24720,2772,3304,532
3311670,3867,4399,532
4030870,3811,4342,531
476650,4220,4751,531
1615100,5518,6049,531
72730,5998,6529,531
1580020,8662,N/A,530
617160,8663,N/A,529
605230,3013,3541,528
3286930,6084,6612,528
1257360,6826,7354,528
1990740,8665,N/A,527
1540000,8668,N/A,524
423580,8580,9103,523
368500,1265,1787,522
4518500,8670,N/A,522
802880,3625,4146,521
3039040,4233,4754,521
3653790,2508,3028,520
1473960,2519,3038,519
2235284,8673,N/A,519
1933970,8194,8712,518
1102310,7539,8056,517
1945681,7743,8260,517
2600,2079,2594,515
3690030,2635,3150,515
448280,2680,3194,514
3071240,3263,3777,514
2619650,3117,3630,513
1920780,4300,4813,513
1585812,6814,7327,513
4001630,8679,N/A,513
1352330,2495,3007,512
3810680,7294,7806,512
548570,8680,N/A,512
307970,8681,N/A,511
3368600,5461,5971,510
1183540,7460,7970,510
2629120,8682,N/A,510
40100,4624,5133,509
1696440,5039,5548,509
1958220,8536,9045,509
7000,8684,N/A,508
1648390,2805,3312,507
2543180,4043,4550,507
4035840,8685,N/A,507
292000,1851,2356,505
4207910,3122,3627,505
210770,4284,4789,505
1144770,8687,N/A,505
2298430,2328,2832,504
4410680,4878,5382,504
3385670,5869,6372,503
3959050,8690,N/A,502
1158180,3521,4022,501
525700,8692,N/A,500
1634860,5575,6074,499
1807080,5634,6133,499
2615670,8693,N/A,499
3346620,5399,5897,498
1239020,3976,4473,497
1635450,8695,N/A,497
2614650,4932,5427,495
4742160,6425,6920,495
4141710,7461,7956,495
2118810,8697,N/A,495
1995890,2381,2874,493
1461910,2388,2881,493
2550510,2749,3242,493
204100,3537,4030,493
3930510,4446,4939,493
4517310,6612,7105,493
423368,8700,N/A,492
577940,3964,4455,491
2304400,4639,5130,491
3362590,5042,5533,491
847370,5822,6313,491
3144230,1516,2006,490
605740,2386,2876,490
3604340,3115,3605,490
4661990,2084,2573,489
4479970,4565,5054,489
1533420,6228,6716,488
3153040,6311,6799,488
706560,8704,N/A,488
3696610,3813,4300,487
4530910,6670,7157,487
2561440,4780,5265,485
1004910,8562,9047,485
3558670,883,1367,484
1369790,7871,8355,484
3200010,8708,N/A,484
3762660,2441,2924,483
3454650,2941,3424,483
4523180,1674,2156,482
312840,8710,N/A,482
4198660,6619,7100,481
3348910,6850,7331,481
1314950,8711,N/A,481
2897580,1931,2411,480
4605530,8712,N/A,480
2836860,5997,6476,479
2707940,2190,2667,477
889700,8715,N/A,477
2525310,3559,4035,476
790740,4304,4780,476
4129100,2751,3226,475
691450,4947,5421,474
584980,6321,6795,474
3819770,8718,N/A,474
1779200,6980,7453,473
282140,2645,3117,472
1265640,3590,4062,472
1463920,8720,N/A,472
4779210,3678,4149,471
1956800,3941,4412,471
760890,8721,N/A,471
2555420,3614,4082,468
740143,7604,8072,468
2662410,8724,N/A,468
3153370,2282,2749,467
246420,2443,2910,467
638230,4601,5068,467
4144680,2187,2653,466
584400,3379,3845,466
4234590,4756,5222,466
3478870,1264,1727,463
4148530,2339,2802,463
2526540,4461,4924,463
4328240,3959,4421,462
1799370,8730,N/A,462
1235722,2160,2621,461
4339880,3267,3728,461
1796580,8731,N/A,461
1708010,5993,6453,460
1270720,8732,N/A,460
342940,1986,2445,459
3468650,2485,2944,459
936790,3230,3689,459
3910,6397,6856,459
3451970,3711,4169,458
2994200,3878,4336,458
2535440,8734,N/A,458
327280,4288,4745,457
2744060,8735,N/A,457
3558670,911,1367,456
1677110,1833,2289,456
2789810,3061,3517,456
2313541,5668,6124,456
1292130,8092,8548,456
710230,2145,2600,455
404012,3323,3778,455
4735150,3392,3847,455
4093750,8737,N/A,455
1235745,2113,2567,454
3204810,3424,3878,454
2552450,3724,4178,454
1486450,4880,5334,454
4074560,8738,N/A,454
2963880,2980,3433,453
628070,4120,4573,453
2200740,5700,6153,453
40300,8739,N/A,453
3464370,2526,2978,452
3217240,3788,4240,452
3440060,8740,N/A,452
388471,4722,5173,451
3391510,8741,N/A,451
283640,5241,5691,450
434570,6338,6788,450
2765790,2252,2701,449
1262540,2778,3227,449
447020,4279,4728,449
1067690,3094,3542,448
4487840,5212,5660,448
2197890,5799,6247,448
4026480,4991,5438,447
3128600,5302,5749,447
1360810,8745,N/A,447
2200780,2596,3042,446
1920490,3683,4129,446
4447650,3893,4339,446
1146310,6744,7190,446
781030,8746,N/A,446
2936310,3458,3903,445
3215170,8294,8739,445
3959590,8747,N/A,445
1328660,2819,3263,444
1987400,8749,N/A,443
502870,4569,5010,441
1477070,6707,7148,441
2680550,5166,5606,440
202530,8752,N/A,440
1486920,1712,2151,439
774361,2283,2722,439
2585830,2859,3298,439
3315560,3402,3841,439
1479730,2921,3359,438
3834880,5364,5802,438
502891,8172,8610,438
4447640,3489,3926,437
895493,5911,6348,437
578620,8301,8738,437
2464530,2112,2548,436
1533009,6632,7068,436
2119680,7040,7476,436
1268450,7556,7992,436
2599690,3020,3455,435
1105670,3118,3553,435
1004912,8675,9110,435
3625210,8757,N/A,435
4585130,1770,2204,434
4166260,8759,N/A,433
473690,2885,3317,432
716670,3197,3629,432
835670,2362,2793,431
645630,4064,4494,430
607050,4417,4847,430
4465130,8762,N/A,430
217200,4088,4517,429
2643040,4738,5167,429
2427410,3143,3571,428
205100,2198,2625,427
2192900,6285,6712,427
3567620,8422,8849,427
2758000,8765,N/A,427
2287330,1912,2338,426
1742930,6606,7032,426
2956440,8766,N/A,426
2426120,4570,4995,425
421050,6812,7237,425
2767520,8769,N/A,423
2663530,2752,3174,422
1076080,3655,4077,422
2319790,7774,8196,422
3023770,8770,N/A,422
3651200,1640,2061,421
2280,1939,2360,421
1710670,5107,5528,421
4047160,8772,N/A,420
1588530,1429,1848,419
3480990,3041,3460,419
1708150,6328,6747,419
451340,1604,2022,418
1677310,3019,3437,418
461244,3629,4047,418
1266470,5533,5951,418
2454890,7953,8371,418
2844290,8774,N/A,418
3979520,1344,1761,417
663090,1419,1836,417
850190,1654,2071,417
3074440,8775,N/A,417
43600,7536,7952,416
3380520,8776,N/A,416
2255370,2228,2643,415
1389990,2804,3219,415
3657940,1589,2003,414
1983900,5965,6379,414
2135150,1522,1935,413
3302470,2618,3031,413
2387880,8780,N/A,412
2500370,5813,6224,411
264610,8781,N/A,411
2495450,1923,2333,410
360430,2644,3054,410
2202291,4180,4590,410
413420,1804,2213,409
2128480,3257,3666,409
4409870,3396,3805,409
2819520,1228,1636,408
1546400,2517,2925,408
4129630,4365,4773,408
2630020,5852,6260,408
1428100,8784,N/A,408
1507720,6316,6723,407
2910200,6413,6820,407
1952840,8785,N/A,407
1699480,1500,1906,406
3996280,8786,N/A,406
230290,993,1398,405
3625270,4093,4498,405
3200290,6794,7199,405
3138780,8787,N/A,405
1549250,2812,3216,404
99910,3264,3668,404
629760,3278,3682,404
849740,3589,3993,404
393010,5329,5733,404
1896390,5675,6079,404
2368080,8788,N/A,404
3357960,2111,2514,403
1894430,4072,4475,403
9480,4877,5280,403
2393920,5749,6151,402
735280,2573,2974,401
1167330,8792,N/A,400
2399220,2620,3019,399
331670,5268,5667,399
2214823,2044,2442,398
450550,5418,5816,398
3499740,8794,N/A,398
1850740,4140,4537,397
273300,4439,4836,397
1553000,8795,N/A,397
383150,3421,3817,396
209160,1557,1952,395
1222680,1736,2131,395
593380,2653,3048,395
4279120,2759,3154,395
1999190,4001,4396,395
1158730,6568,6963,395
2687400,7006,7401,395
1872680,7958,8353,395
2505570,8797,N/A,395
2445690,316,710,394
2349820,1255,1649,394
2144481,7565,7958,393
316866,8723,9116,393
637670,8799,N/A,393
3587610,5264,5656,392
1870300,3001,3392,391
3108510,4169,4560,391
595930,8801,N/A,391
2320,5946,6336,390
919360,7176,7566,390
3320,3527,3916,389
1797340,5338,5727,389
2824380,3149,3537,388
1335830,4267,4655,388
3663070,4820,5208,388
3001250,5356,5743,387
2780800,5682,6069,387
3069050,1854,2240,386
4831010,3516,3902,386
2353720,3550,3936,386
1235732,2659,3044,385
1913930,3936,4321,385
3564340,4927,5312,385
4338380,8807,N/A,385
2717010,3894,4278,384
1689910,6597,6981,384
429570,8808,N/A,384
391220,2335,2718,383
362680,2395,2778,383
1281630,4234,4617,383
2408730,4661,5044,383
3663390,6076,6459,383
1473480,2033,2415,382
4173750,4945,5327,382
2203070,1102,1483,381
1745780,1639,2020,381
65790,6464,6845,381
852220,6838,7219,381
2550040,8109,8490,381
895870,2641,3021,380
4249250,6042,6422,380
2254450,4730,5108,378
3635260,3185,3562,377
2471970,3508,3885,377
4686020,5810,6187,377
3591040,6198,6575,377
2405222,8815,N/A,377
4760250,1554,1930,376
2253310,3910,4285,375
3046830,4777,5152,375
3358760,8817,N/A,375
3976910,1760,2134,374
2353060,2009,2383,374
2311190,4129,4503,374
1677770,2184,2557,373
4185010,6965,7338,373
201870,3558,3930,372
1366900,4281,4652,371
260750,5237,5608,371
4875060,6173,6544,371
3087930,8821,N/A,371
2473350,3956,4326,370
3005000,4122,4492,370
3047750,7477,7847,370
4307900,8822,N/A,370
612880,2398,2767,369
1030830,2523,2892,369
2427430,4354,4723,369
3663850,8327,8696,369
1687950,699,1067,368
1332720,2891,3259,368
3256150,3057,3425,368
3623240,4579,4947,368
1785850,6887,7255,368
1694960,8512,8880,368
4046960,1281,1648,367
969760,8825,N/A,367
1137750,6881,7247,366
4909010,7643,8009,366
3310,8221,8587,366
2668290,2210,2575,365
1361280,2234,2599,365
1881200,2858,3223,365
1533006,7597,7962,365
1921770,8075,8440,365
3364150,620,984,364
453090,3018,3382,364
1726380,5335,5699,364
4446010,6192,6556,364
3219580,6983,7347,364
2709470,6243,6606,363
3458180,7749,8112,363
995680,8829,N/A,363
996580,1889,2251,362
2420660,2999,3361,362
967380,7167,7529,362
1549690,8830,N/A,362
1975580,2322,2683,361
2362050,3220,3581,361
490650,5685,6046,361
784950,1002,1362,360
1969370,2204,2564,360
3288210,2390,2750,360
3050900,3651,4011,360
1859360,8296,8656,360
1066110,7699,8058,359
1419170,668,1026,358
2764750,1108,1466,358
2354000,5121,5479,358
3023000,7078,7436,358
4426470,7709,8067,358
3043940,7812,8170,358
736260,1816,2173,357
3298430,8835,N/A,357
2506480,4709,5065,356
2186250,7722,8078,356
1824220,225,580,355
2427100,5808,6163,355
1442820,8837,N/A,355
2457540,1305,1659,354
2526380,1368,1722,354
920571,2357,2711,354
3816110,5583,5937,354
517790,7667,8021,354
2127570,8838,N/A,354
424030,1203,1556,353
1235733,1235,1587,352
32440,1929,2281,352
2561450,2780,3132,352
4197890,3126,3478,352
3036080,6369,6721,352
257510,6792,7144,352
1088770,8840,N/A,352
2918150,317,668,351
413410,1742,2093,351
3920280,2497,2848,351
4341060,2981,3332,351
916350,4298,4649,351
2386720,1946,2296,350
1082430,4507,4857,350
809140,8842,N/A,350
1547000,559,908,349
2487300,2028,2377,349
2583940,4363,4712,349
1349060,8844,N/A,348
3720190,6840,7187,347
801860,4997,5343,346
2709460,5661,6007,346
22370,1339,1684,345
3498270,3967,4312,345
235600,4585,4930,345
2529520,6025,6370,345
3456990,7712,8057,345
929102,8565,8910,345
1274600,4735,5079,344
1963040,4863,5207,344
1764530,2396,2739,343
2092840,4410,4753,343
1366540,1387,1729,342
861650,1630,1972,342
3560030,8850,N/A,342
3110760,1489,1830,341
3430910,6465,6806,341
1817490,1669,2009,340
1032370,4836,5176,340
434050,3902,4241,339
1004919,5286,5624,338
2659960,8854,N/A,338
3149980,1665,2002,337
2214822,2528,2865,337
42716,2722,3059,337
4312380,4011,4348,337
3621200,5817,6154,337
2804680,8855,N/A,337
1033530,6056,6392,336
3765180,8856,N/A,336
2174560,5120,5455,335
4596710,3151,3485,334
2772750,3401,3735,334
4260530,4097,4431,334
3495730,1758,2091,333
3153150,5226,5559,333
4485620,6138,6471,333
2445890,7225,7558,333
488790,1353,1685,332
1715130,3712,4044,332
78000,7973,8305,332
779340,986,1317,331
303310,1335,1666,331
2853730,1871,2202,331
3976900,1970,2301,331
1776430,2769,3100,331
2929170,3053,3384,331
1119730,1144,1474,330
2901520,3422,3752,330
4635250,3736,4065,329
1735950,7647,7976,329
3762240,8863,N/A,329
1114150,1241,1569,328
3972650,4691,5019,328
4323120,8864,N/A,328
573100,2072,2399,327
289650,1128,1454,326
1262560,2056,2382,326
1607680,2721,3047,326
272510,8866,N/A,326
343780,2964,3289,325
4054940,8867,N/A,325
266510,8836,9160,324
2738880,8868,N/A,324
2214824,1609,1932,323
589360,2220,2543,323
1795470,4042,4365,323
2891020,5379,5702,323
2671060,2442,2764,322
811320,3304,3626,322
3422270,5521,5843,322
4009450,8870,N/A,322
4164900,2927,3248,321
4110950,6036,6357,321
1056640,781,1101,320
4218160,3215,3535,320
1766740,6626,6946,320
2701720,2934,3253,319
362960,5005,5324,319
3802470,8873,N/A,319
1654722,6014,6332,318
2941580,8874,N/A,318
2743460,2332,2649,317
2334533,8041,8357,316
544750,1601,1916,315
553420,1754,2069,315
332950,2326,2641,315
397430,7776,8091,315
4831170,8877,N/A,315
1222700,835,1149,314
4081840,4173,4487,314
42680,965,1278,313
207610,2672,2985,313
3315550,4607,4920,313
4129170,4668,4981,313
2073910,5637,5950,313
3543750,6849,7162,313
3780060,6711,7023,312
2088570,4511,4822,311
3687050,5008,5319,311
3815660,5029,5340,311
3601190,8716,9027,311
4348660,3880,4190,310
3181690,8308,8618,310
3723470,8883,N/A,309
4551040,1991,2299,308
1004770,8884,N/A,308
3191050,1815,2122,307
658260,2676,2983,307
2791510,3632,3938,306
2725090,3862,4168,306
3089130,8886,N/A,306
4095900,863,1168,305
2825860,871,1176,305
4760260,997,1302,305
2933130,1197,1502,305
1556110,3346,3651,305
2934390,3524,3829,305
2014380,8887,N/A,305
4523380,584,888,304
2706020,2172,2476,304
802890,3466,3770,304
3428570,4318,4622,304
3275760,4529,4833,304
716580,5794,6098,304
3025000,8888,N/A,304
2891700,2405,2708,303
2214825,4340,4643,303
1397790,8889,N/A,303
2551020,3321,3623,302
4465150,8890,N/A,302
1866130,1626,1927,301
3992110,3012,3313,301
2009530,6671,6972,301
1759380,8891,N/A,301
3902520,3703,4002,299
3288480,8893,N/A,299
298110,1926,2224,298
4449410,1221,1518,297
2117970,6880,7177,297
2675870,8895,N/A,297
4181970,2027,2323,296
1446890,2534,2830,296
3024580,2685,2980,295
3872000,5093,5388,295
1703340,1063,1357,294
3604560,3127,3421,294
2870420,7099,7393,294
3124850,7724,8018,294
4867390,8898,N/A,294
2701660,3520,3813,293
589590,4243,4536,293
102600,8505,8798,293
4355460,8899,N/A,293
1127500,2129,2420,291
1043810,2869,3160,291
1358700,4525,4816,291
3124590,7747,8038,291
1707550,4005,4295,290
429720,8839,9129,290
960170,868,1157,289
3655420,2351,2640,289
2625580,4217,4506,289
72760,6534,6823,289
2214830,4310,4598,288
2825200,1480,1767,287
1597080,2138,2424,286
1353190,6390,6675,285
1634050,791,1075,284
1248432,7362,7646,284
2890830,1498,1781,283
2371630,4554,4837,283
1233280,8260,8543,283
2806120,8909,N/A,283
2172010,1321,1603,282
2353250,4821,5103,282
2235540,7546,7828,282
2321430,7892,8174,282
4197940,1686,1966,280
1614550,3493,3773,280
2505120,8912,N/A,280
4301300,876,1155,279
633230,1114,1393,279
2997790,7811,8090,279
968250,8913,N/A,279
3574360,1268,1546,278
3008670,1398,1676,278
483980,2877,3155,278
2225530,8045,8323,278
1206610,2096,2373,277
2218400,3818,4095,277
2375780,1722,1998,276
2603020,3445,3721,276
1268750,3794,4070,276
3456630,8916,N/A,276
1235743,1822,2097,275
4661130,4537,4811,274
3968530,8918,N/A,274
3570290,1355,1628,273
4538530,1556,1829,273
406350,3853,4126,273
2351560,5524,5797,273
1856030,5793,6066,273
208110,8919,N/A,273
2951990,3031,3303,272
287390,4007,4279,272
3253320,4030,4302,272
1235740,4358,4630,272
2166060,5073,5345,272
1907590,5271,5543,272
4535510,8777,9049,272
1607250,62,333,271
2311920,1325,1596,271
965220,2374,2645,271
1400660,2957,3228,271
586200,3038,3309,271
3572140,5224,5495,271
432710,7059,7330,271
238260,8921,N/A,271
2486150,2188,2458,270
2787320,3204,3474,270
2372330,3710,3980,270
3084280,4077,4347,270
4517460,947,1216,269
1815780,982,1251,269
21980,2802,3071,269
9880,3148,3417,269
2494810,7179,7448,269
405290,7257,7526,269
3609750,2794,3062,268
306020,4611,4879,268
2093010,6929,7197,268
1701520,8758,9026,268
4227400,1730,1997,267
936720,2555,2822,267
3858650,2813,3080,267
3825780,3935,4202,267
2441700,1534,1800,266
219150,2271,2537,266
4496490,2397,2663,266
961930,3295,3561,266
3212100,3677,3943,266
919680,5672,5938,266
3508770,5508,5773,265
758990,8034,8299,265
1496250,8927,N/A,265
2815310,1354,1618,264
2214820,3005,3269,264
2671230,8928,N/A,264
3823590,1116,1379,263
2140610,2266,2529,263
2507980,2413,2676,263
4156580,2674,2937,263
2393970,3635,3898,263
1189630,3499,3761,262
1598780,6204,6466,262
1869290,6921,7183,262
1172380,2065,2326,261
2902050,3376,3637,261
449800,5141,5402,261
204371,6691,6952,261
2179380,8240,8501,261
4213840,7208,7468,260
495140,8728,8988,260
3117250,8932,N/A,260
4376930,466,725,259
1292630,954,1213,259
3838370,4038,4297,259
2802470,8062,8321,259
1235731,1431,1689,258
775500,2612,2870,258
2837730,5187,5445,258
1150640,5736,5994,258
363440,7826,8084,258
2928600,1487,1743,256
4341120,3010,3266,256
3775990,4465,4721,256
2918500,2611,2866,255
3315540,4219,4474,255
1117850,1520,1774,254
679900,3535,3789,254
3051590,3555,3809,254
4172870,5565,5819,254
3811530,8938,N/A,254
45740,4293,4546,253
4266700,8215,8468,253
4137570,8939,N/A,253
365360,832,1084,252
1030840,2532,2784,252
1926620,7800,8052,252
1634040,1441,1692,251
646270,2005,2256,251
2097570,2147,2397,250
1606340,3449,3699,250
3814540,5537,5787,250
1743850,8942,N/A,250
1237950,1097,1346,249
2514960,3575,3824,249
2797960,4971,5219,248
63660,5890,6138,248
1963570,8944,N/A,248
2405220,7934,8181,247
2962300,995,1241,246
1237970,1278,1524,246
2384550,2581,2827,246
2679460,1308,1553,245
2512790,7266,7511,245
3669600,8947,N/A,245
1417930,8021,8265,244
2546690,8073,8317,244
2144760,8926,9170,244
1544405,8948,N/A,244
860510,2099,2342,243
694330,8949,N/A,243
4119420,683,925,242
2614070,2018,2260,242
1824060,2134,2376,242
2792190,2320,2562,242
980547,8950,N/A,242
4735390,2225,2466,241
2534810,3037,3278,241
3887700,3428,3669,241
850170,6189,6430,241
2788920,8951,N/A,241
3825390,172,412,240
1090850,2435,2675,240
2075100,2895,3135,240
1990690,8903,9143,240
1922045,8952,N/A,240
1850570,1550,1789,239
700282,2993,3232,239
620610,4490,4729,239
1539140,5640,5879,239
1038300,7106,7345,239
2154270,8698,8937,239
4640480,8953,N/A,239
2885870,1729,1967,238
1022850,3409,3647,238
760410,5138,5376,238
2973830,8954,N/A,238
1951780,4577,4814,237
2334430,4705,4942,237
4358380,6038,6275,237
611760,6066,6303,237
3404470,4721,4957,236
1303193,8956,N/A,236
2362060,939,1174,235
1032430,1613,1847,234
3925760,4905,5139,234
2086430,5960,6194,234
2599450,8958,N/A,234
3138960,4275,4508,233
2165590,5501,5734,233
1967220,8210,8443,233
1367550,3049,3281,232
4439260,3174,3406,232
1769170,6046,6278,232
3496890,7068,7300,232
3669570,1574,1805,231
728850,5119,5350,231
3729810,6565,6796,231
1385290,8961,N/A,231
1563180,2587,2817,230
882140,5833,6063,230
303210,7456,7686,230
1345990,8962,N/A,230
3370870,901,1130,229
767320,1381,1610,229
2671240,8963,N/A,229
1714040,3920,4148,228
2900730,7751,7979,228
3772080,8964,N/A,228
2467200,4218,4445,227
4270300,7429,7656,227
1466060,557,783,226
1216320,749,975,226
2281730,1628,1854,226
4948710,4800,5026,226
2721890,6020,6246,226
636450,8966,N/A,226
3025440,1917,2142,225
2726490,2344,2569,225
803330,6699,6924,225
2530470,8967,N/A,225
2163330,1913,2137,224
1336350,2597,2821,224
1654721,6216,6440,224
260290,7995,8219,224
2443770,3405,3628,223
3687000,7262,7485,223
3843360,8969,N/A,223
219740,1714,1936,222
3144890,2008,2230,222
1787090,2779,3001,222
2870710,3512,3734,222
4585870,8970,N/A,222
19680,1859,2080,221
708770,2116,2337,221
2015890,2767,2988,221
37240,8303,8524,221
1805480,8971,N/A,221
1147560,2977,3197,220
1295320,4702,4922,220
2218750,1807,2026,219
3319120,2633,2852,219
1999360,4272,4491,219
4241640,8973,N/A,219
1261040,3996,4214,218
47894,4259,4477,218
2956110,8945,9163,218
3472890,8974,N/A,218
2440510,1507,1724,217
599140,1542,1759,217
2727400,5115,5332,217
1478160,8975,N/A,217
1206070,1188,1404,216
2485350,8187,8403,216
3541590,8976,N/A,216
1939160,3898,4113,215
933610,4938,5153,215
2450010,1706,1920,214
2509200,3566,3780,214
1373510,4521,4735,214
2109311,8023,8237,214
4439070,8978,N/A,214
2426960,99,312,213
4218170,1008,1221,213
667970,1245,1458,213
