rank,appid
2223,2694650
2224,2304810
2225,4740880
2226,363890
2227,1266540
2228,4266400
2229,1969370
2230,4413140
2231,2004640
2232,2487300
2233,975400
2234,259680
2235,1898830
2236,347990
2237,2499360
2238,2515990
2239,3398110
2240,4242210
2241,2230980
2242,2922540
2243,2786550
2244,4129100
2245,2669380
2246,2799720
2247,2576620
2248,2200780
2249,4528730
2250,1222680
2251,4556010
2252,702540
2253,3796270
2254,2338140
2255,619820
2256,1237320
2257,1159690
2258,1549970
2259,3138780
2260,1415700
2261,719040
2262,1708680
2263,2982610
2264,3672720
2265,2407270
2266,3843520
2267,2944840
2268,2296990
2269,2417470
2270,4710940
2271,3872920
2272,2076010
2273,1542360
2274,2302530
2275,610180
2276,830451
2277,3899740
2278,1098120
2279,3414580
2280,269190
2281,2413190
2282,2328720
2283,1244630
2284,1131670
2285,213610
2286,3548580
2287,613830
2288,1369700
2289,2324290
2290,2526310
2291,327280
2292,4348660
2293,209160
2294,342940
2295,763890
2296,1829590
2297,3635260
2298,4164900
2299,2424010
2300,234140
2301,1985820
2302,1446890
2303,1827180
2304,2210520
2305,4768660
2306,1213210
2307,1700270
2308,3302470
2309,2508780
2310,285190
2311,228300
2312,604500
2313,3918850
2314,2626940
2315,2118810
2316,481510
2317,1243850
2318,555160
2319,3978250
2320,739282
2321,1967650
2322,1674010
2323,3232610
2324,2013360
2325,1368572
2326,1029890
2327,4305480
2328,1546670
2329,1749860
2330,1995890
2331,234330
2332,2183570
2333,469610
2334,3498270
2335,1995690
2336,2790750
2337,3450170
2338,954060
2339,3570290
2340,3238470
2341,1562420
2342,2282030
2343,799600
2344,1165870
2345,1957780
2346,4424610
2347,4337740
2348,2792180
2349,362890
2350,2155180
2351,1097200
2352,4712160
2353,3103150
2354,3841510
2355,24780
2356,1189490
2357,2023140
2358,4340980
2359,1787090
2360,1954200
2361,4892990
2362,2721670
2363,2853970
2364,774361
2365,273380
2366,2926900
2367,354140
2368,4490120
2369,4279120
2370,2878420
2371,3902750
2372,2944860
2373,1206070
2374,1222690
2375,3874660
2376,4438230
2377,4640190
2378,332950
2379,113200
2380,1910150
2381,1477840
2382,2552450
2383,4035810
2384,2828160
2385,532790
2386,2922520
2387,2600
2388,1928420
2389,828790
2390,1159830
2391,4269090
2392,3247750
2393,3616550
2394,1275890
2395,47810
2396,2772750
2397,1583320
2398,2890830
2399,2457540
2400,211820
2401,4094190
2402,1843410
2403,360430
2404,3357960
2405,1763250
2406,1292630
2407,2878960
2408,254760
2409,3372710
2410,2419670
2411,201510
2412,544730
2413,4375120
2414,3919360
2415,2455360
2416,2473350
2417,1127500
2418,269210
2419,2215390
2420,3596770
2421,3191050
2422,4331610
2423,1574360
2424,4424920
2425,3030340
2426,1301020
2427,2172910
2428,850260
2429,1597480
2430,3189340
2431,3376250
2432,3864450
2433,301910
2434,1128920
2435,1250890
2436,719640
2437,2274200
2438,334230
2439,3417410
2440,2825190
2441,3106610
2442,2585630
2443,2347080
2444,2638630
2445,3226450
2446,2537470
2447,1253220
2448,3708940
2449,626690
2450,4355590
2451,246580
2452,307960
2453,3708070
2454,3802420
2455,2789810
2456,2101960
2457,245390
2458,2511500
2459,3180240
2460,3219180
2461,1458140
2462,1857080
2463,3600640
2464,3588490
2465,654890
2466,622450
2467,843380
2468,641320
2469,1182020
2470,219150
2471,1030830
2472,1473480
2473,2771110
2474,1881200
2475,2630
2476,741510
2477,3083300
2478,2075720
2479,528740
2480,4329280
2481,1295510
2482,1041720
2483,1028310
2484,2357910
2485,4157170
2486,3121110
2487,2902740
2488,2659050
2489,4427440
2490,4129920
2491,3393070
2492,1817230
2493,2703850
2494,24240
2495,605740
2496,2929170
2497,3717330
2498,254780
2499,4860070
2500,9480
2501,1710820
2502,1209110
2503,448510
2504,250320
2505,1404210
2506,4502100
2507,560130
2508,4141950
2509,2499860
2510,3494520
2511,1762930
2512,2218750
2513,291650
2514,3832010
2515,2314160
2516,4507620
2517,228280
2518,2666740
2519,2814240
2520,594330
2521,3528450
2522,3511300
2523,2627260
2524,2643390
2525,1079260
2526,2287520
2527,292000
2528,3574360
2529,2918310
2530,4735150
2531,3948510
2532,1176470
2533,2429860
2534,2934220
2535,1336980
2536,3153370
2537,2134770
2538,2393970
2539,221380
2540,1623940
2541,343462
2542,1017900
2543,4271160
2544,2214220
2545,1244460
2546,1202200
2547,2120900
2548,224480
2549,1782120
2550,1677310
2551,1764390
2552,973230
2553,1097580
2554,4585110
2555,3966650
2556,2356780
2557,1281590
2558,1230530
2559,3858460
2560,3454650
2561,3052510
2562,2820820
2563,2922410
2564,282070
2565,213670
2566,1773801
2567,732690
2568,2695570
2569,362490
2570,4283360
2571,860890
2572,1030210
2573,3298430
2574,3242750
2575,1674170
2576,1057090
2577,4129170
2578,2666510
2579,4218160
2580,4635240
2581,2240620
2582,673610
2583,4468750
2584,327030
2585,282800
2586,3707400
2587,1763050
2588,47700
2589,2958440
2590,48700
2591,2016460
2592,1307180
2593,3363680
2594,1245480
2595,343464
2596,495160
2597,3381680
2598,4312850
2599,1324970
2600,283740
2601,3570070
2602,1153410
2603,853360
2604,942970
2605,1545450
2606,3609750
2607,823500
2608,3801380
2609,2305640
2610,1674200
2611,2275020
2612,787480
2613,804760
2614,2743460
2615,1702140
2616,3170410
2617,3592600
2618,3778100
2619,2101430
2620,3874260
2621,2869680
2622,3559560
2623,587620
2624,3191030
2625,867210
2626,2163330
2627,2446110
2628,2702260
2629,221910
2630,2806410
2631,2292800
2632,1493250
2633,3450550
2634,2973120
2635,2387940
2636,24790
2637,1173820
2638,2399730
2639,3118110
2640,1683150
2641,1850160
2642,24810
2643,4264230
2644,3906610
2645,4744900
2646,2064870
2647,38420
2648,2395770
2649,3839850
2650,774461
2651,2756920
2652,212160
2653,2952300
2654,704450
2655,4474430
2656,531510
2657,1456760
2658,212680
2659,1649240
2660,4356100
2661,1644320
2662,1401630
2663,800270
2664,3325500
2665,2393240
2666,4635250
2667,2696050
2668,1249970
2669,1660080
2670,2934180
2671,1696780
2672,813630
2673,3641780
2674,2706170
2675,775500
2676,4038320
2677,4772090
2678,17480
2679,2291760
2680,1353230
2681,218230
2682,2617700
2683,4354810
2684,3634520
2685,4129630
2686,1497440
2687,1198970
2688,2933080
2689,4735380
2690,4019590
2691,1314000
2692,916840
2693,785770
2694,3152790
2695,94400
2696,919640
2697,3063250
2698,3871380
2699,1881700
2700,2526380
2701,1154760
2702,1895880
2703,386070
2704,711980
2705,2111550
2706,2144600
2707,3744430
2708,2194730
2709,953490
2710,4447650
2711,236430
2712,620610
2713,65800
2714,2981220
2715,3631290
2716,3371240
2717,3920
2718,269950
2719,553640
2720,2674290
2721,1088290
2722,434650
2723,4242820
2724,1621070
2725,1207650
2726,855740
2727,1708850
2728,3430340
2729,2518960
2730,2815270
2731,2944870
2732,1570330
2733,1786790
2734,3480990
2735,4007140
2736,2427430
2737,1869780
2738,1637330
2739,1473350
2740,2112232
2741,3180150
2742,4869730
2743,32370
2744,4502210
2745,3795760
2746,1343500
2747,201230
2748,677160
2749,3939700
2750,4559140
2751,4523180
2752,2545360
2753,2656010
2754,4341120
2755,4409870
2756,2723430
2757,1191830
2758,2805520
2759,3815660
2760,2853590
2761,4599460
2762,3255980
2763,1315180
2764,4241680
2765,1007040
2766,1443780
2767,261570
2768,1166860
2769,3183280
2770,448280
2771,979690
2772,1850960
2773,1564600
2774,2091330
2775,3868310
2776,4674610
2777,2288150
2778,3763700
2779,3515530
2780,3504560
2781,45770
2782,2928410
2783,3815680
2784,758870
2785,1782450
2786,3954020
2787,415600
2788,2865440
2789,983870
2790,1621460
2791,2141580
2792,4366330
2793,1361510
2794,3815670
2795,702670
2796,399620
2797,2787320
2798,2863080
2799,858810
2800,2394350
2801,2394350
2802,646910
2803,433090
2804,3920610
2805,3565100
2806,839770
2807,1456180
2808,433091
2809,612880
2810,307950
2811,321360
2812,611670
2813,1408230
2814,3884450
2815,2458560
2816,1629000
2817,1321440
2818,1606340
2819,4103450
2820,568320
2821,3720460
2822,1858630
2823,3872930
2824,9880
2825,1894430
2826,232090
2827,4030870
2828,12150
2829,3691650
2830,671860
2831,3071240
2832,235580
2833,1110910
2834,2513280
2835,2518240
2836,3679630
2837,1745510
2838,2853950
2839,2484580
2840,2411231
2841,4779210
2842,3226530
2843,1790930
2844,1713350
2845,1887030
2846,2564910
2847,4057370
2848,2973290
2849,375530
2850,4035270
2851,1672810
2852,4126220
2853,2021910
2854,4695090
2855,3594460
2856,3034950
2857,1578390
2858,2904660
2859,700282
2860,2438160
2861,294860
2862,1566200
2863,1685720
2864,3699010
2865,755500
2866,3524240
2867,2277560
2868,3581600
2869,3118120
2870,2647680
2871,1829591
2872,2453660
2873,1970200
2874,1773800
2875,2949320
2876,3547880
2877,506610
2878,3799100
2879,2201940
2880,3188980
2881,4124750
2882,2792140
2883,1288320
2884,4234570
2885,3675400
2886,371660
2887,1925560
2888,1934570
2889,2123890
2890,2700600
2891,378648
2892,1861610
2893,1225570
2894,2890190
2895,4580980
2896,2213190
2897,2730970
2898,1536090
2899,3170570
2900,4174310
2901,617290
2902,1000360
2903,1730910
2904,2770160
2905,2345650
2906,1771110
2907,3628960
2908,1299530
2909,2551020
2910,3525970
2911,4179010
2912,433080
2913,1592290
2914,1280930
2915,1150640
2916,418530
2917,1378990
2918,40960
2919,4232870
2920,2205850
2921,3265070
2922,1196090
2923,4158070
2924,3902520
2925,4598000
2926,913740
2927,362960
2928,1537830
2929,42716
2930,3717340
2931,1335790
2932,1357210
2933,1069160
2934,3499380
2935,914620
2936,4067130
2937,2833100
2938,731490
2939,2336220
2940,3840230
2941,2963880
2942,1648390
2943,1201360
2944,1755910
2945,2434600
2946,480490
2947,345800
2948,326460
2949,4082620
2950,4127290
2951,1559600
2952,2853990
2953,1200770
2954,1846380
2955,4147820
2956,790740
2957,232890
2958,40960
2959,4756480
2960,4770120
2961,1748990
2962,350640
2963,3930240
2964,3651820
2965,1068820
2966,2229850
2967,2701440
2968,2873080
2969,3070520
2970,2720950
2971,3217240
2972,4479970
2973,1745780
2974,636040
2975,3951810
2976,3916260
2977,1755580
2978,1685721
2979,3319120
2980,241260
2981,1093700
2982,1481080
2983,954850
2984,1328660
2985,2229890
2986,2303350
2987,3315570
2988,435881
2989,3311900
2990,1896700
2991,4232860
2992,1898290
2993,2131640
2994,1911520
2995,1450830
2996,3777650
2997,3341000
2998,3199650
2999,1329500
3000,3041770
3001,4570
3002,3035500
3003,1524630
3004,4157990
3005,606160
3006,567640
3007,527430
3008,628070
3009,4598010
3010,2732960
3011,2790710
3012,1522820
3013,910830
3014,250760
3015,4695140
3016,3454110
3017,302510
3018,675010
3019,3871360
3020,2896380
3021,2229870
3022,2229830
3023,4164310
3024,2725090
3025,4683750
3026,4182010
3027,2229840
3028,368340
3029,1592630
3030,2397320
3031,3794610
3032,1796580
3033,2091020
3034,461244
3035,3480
3036,251730
3037,1899750
3038,4038930
3039,714120
3040,1253990
3041,517630
3042,1587130
3043,2229880
3044,377840
3045,3549020
3046,1472560
3047,2963870
3048,1599330
3049,719890
3050,1939890
3051,2350790
3052,2757330
3053,637650
3054,3372980
3055,2024880
3056,1465070
3057,924970
3058,1288460
3059,4280940
3060,2700340
3061,1458151
3062,541670
3063,438490
3064,2252680
3065,3524370
3066,1457320
3067,3871340
3068,2694640
3069,3814340
3070,1201240
3071,207610
3072,3352480
3073,2317930
3074,2864560
3075,2819590
3076,3720420
3077,1372530
3078,3778430
3079,551170
3080,2068280
3081,3931060
3082,3823590
3083,665300
3084,1337860
3085,3112270
3086,794260
3087,3260820
3088,920490
3089,920630
3090,2085260
3091,312660
3092,33100
3093,846770
3094,770810
3095,780290
3096,234670
3097,495910
3098,4760280
3099,1611580
3100,1712100
3101,2782170
3102,1022850
3103,3315560
3104,3858750
3105,2842800
3106,3091190
3107,1535560
3108,1436950
3109,1276390
3110,1235741
3111,2026820
3112,814540
3113,1238060
3114,965680
3115,1875830
3116,792520
3117,4157970
3118,42718
3119,1194630
3120,1641960
3121,1284470
3122,720250
3123,2099110
3124,1882500
3125,4323520
3126,3110070
3127,405820
3128,3316670
3129,939400
3130,842780
3131,1005300
3132,3529670
3133,4007740
3134,4439750
3135,1996390
3136,1244781
3137,2369900
3138,2780800
3139,4172530
3140,242920
3141,292120
3142,4070950
3143,4260530
3144,1461910
3145,254700
3146,2668080
3147,1556200
3148,4465220
3149,994910
3150,6060
3151,2075070
3152,2946220
3153,4298880
3154,1124300
3155,4439900
3156,1466640
3157,3339880
3158,942290
3159,1787960
3160,2555420
3161,2769240
3162,3310530
3163,3202030
3164,4028440
3165,797430
3166,2112230
3167,1760030
3168,2199420
3169,3522640
3170,2289390
3171,24800
3172,1179680
3173,3204800
3174,512900
3175,1033890
3176,2343790
3177,2014550
3178,1577120
3179,750130
3180,3937550
3181,287450
3182,16870
3183,4116960
3184,820520
3185,3315580
3186,2795980
3187,247080
3188,1718570
3189,4660150
3190,1072040
3191,208200
3192,4647130
3193,2015890
3194,3151390
3195,2835530
3196,3731020
3197,2012320
3198,352400
3199,1373090
3200,1812910
3201,4348790
3202,586140
3203,329430
3204,1931910
3205,405830
3206,1335830
3207,2854740
3208,1479730
3209,405310
3210,3624790
3211,2085540
3212,1454370
3213,1477830
3214,404430
3215,1218210
3216,493190
3217,2315430
3218,585450
3219,2941710
3220,4077560
3221,1138190
3222,2144640
3223,3639650
3224,1238860
3225,3936610
3226,2493660
3227,4026480
3228,2816870
3229,253230
3230,2453060
3231,1816640
3232,368390
3233,312530
3234,3341650
3235,2854750
3236,212301
3237,2617770
3238,3920280
3239,411893
3240,228200
3241,461242
3242,3642000
3243,2943180
3244,2658730
3245,3594780
3246,2678640
3247,367500
3248,2983410
3249,3815280
3250,2509200
3251,3004100
3252,4674620
3253,1214470
3254,3108510
3255,1599660
3256,4191390
3257,341940
3258,979920
3259,2427420
3260,675590
3261,1784570
3262,4094210
3263,2487150
3264,1120300
3265,1593030
3266,2587430
3267,325210
3268,1584940
3269,49540
3270,2792190
3271,1748991
3272,808290
3273,2678250
3274,2399354
3275,300820
3276,2654990
3277,1111930
3278,1830970
3279,2380030
3280,1234430
3281,1920490
3282,750381
3283,4255580
3284,3106460
3285,3034940
3286,4791000
3287,1889490
3288,241930
3289,695680
3290,488860
3291,2543760
3292,1517290
3293,3900120
3294,447020
3295,1076200
3296,1171690
3297,2401830
3298,300380
3299,3769130
3300,1215390
3301,13520
3302,1471410
3303,702050
3304,747610
3305,3663950
3306,707010
3307,423630
3308,1238040
3309,3713770
3310,4078870
3311,1493470
3312,466170
3313,1173770
3314,1301021
3315,2161720
3316,246420
3317,1888350
3318,3884830
3319,3419300
3320,1281630
3321,460950
3322,3200290
3323,2721070
3324,4630200
3325,2945630
3326,3030720
3327,22330
3328,1722860
3329,274170
3330,373420
3331,732240
3332,595520
3333,450550
3334,259800
3335,2914280
3336,2019810
3337,3524290
3338,3681610
3339,3564540
3340,2427741
3341,2224460
3342,2471970
3343,1718870
3344,4216130
3345,2216770
3346,365960
3347,640820
3348,2532370
3349,3882730
3350,22330
3351,2980270
3352,1235140
3353,1153640
3354,1480560
3355,1148760
3356,1009560
3357,4078230
3358,1147860
3359,2184350
3360,115320
3361,10150
3362,2364580
3363,1324130
3364,1807810
3365,921570
3366,1731080
3367,2701720
3368,2615540
3369,3125250
3370,3011360
3371,716670
3372,673880
3373,2566340
3374,2124750
3375,2764590
3376,502520
3377,3161220
3378,4706640
3379,1548520
3380,4085390
3381,39510
3382,2640950
3383,3569500
3384,758330
3385,2399353
3386,2922730
3387,1649080
3388,1147100
3389,539470
3390,1487210
3391,1541370
3392,1240210
3393,2782050
3394,496300
3395,1235761
3396,3606890
3397,933820
3398,2015270
3399,2399351
3400,2090390
3401,1351080
3402,415200
3403,3176060
3404,2671080
3405,1337520
3406,217200
3407,214510
3408,1113560
3409,1011670
3410,1670870
3411,3840400
3412,600480
3413,261640
3414,4055790
3415,3696610
3416,2771220
3417,2665680
3418,1348660
3419,3955500
3420,1101120
3421,244160
3422,1250650
3423,4487840
3424,4585190
3425,3774330
3426,3195280
3427,237630
3428,4086760
3429,2399350
3430,2997230
3431,3367430
3432,3204290
3433,1205040
3434,2887680
3435,1367550
3436,3581800
3437,4078560
3438,565610
3439,1235744
3440,1651560
3441,2744010
3442,3483880
3443,3928990
3444,3990820
3445,3884460
3446,4018020
3447,1054510
3448,1891700
3449,1990040
3450,1859470
3451,2103530
3452,700600
3453,388080
3454,3244810
3455,2427742
3456,2353512
3457,4135380
3458,1669980
3459,55100
3460,4373840
3461,2880730
3462,4196080
3463,3993450
3464,3259470
3465,740143
3466,2915460
3467,740160
3468,3645760
3469,2663530
3470,2134850
3471,794860
3472,1956040
3473,302670
3474,1997660
3475,1755080
3476,2432430
3477,311770
3478,3623250
3479,1147690
3480,4056810
3481,2366980
3482,1529930
3483,3299590
3484,1388770
3485,757320
3486,540710
3487,3572140
3488,1430190
3489,268650
3490,1285670
3491,313690
3492,4021780
3493,4148270
3494,297831
3495,3772330
3496,286690
3497,3181650
3498,1540210
3499,2399352
3500,3743500
3501,4450800
3502,979070
3503,1704460
3504,22300
3505,1563180
3506,663090
3507,2430400
3508,475150
3509,3210380
3510,3274440
3511,260430
3512,1429500
3513,648410
3514,1303183
3515,2067850
3516,751780
3517,3300460
3518,3667390
3519,944080
3520,290470
3521,2297010
3522,467980
3523,4369750
3524,963930
3525,3885520
3526,239820
3527,1803140
3528,1832960
3529,2005010
3530,290300
3531,715194
3532,1078350
3533,2522430
3534,1416960
3535,1205520
3536,4081840
3537,3840390
3538,397460
3539,1133000
3540,1330000
3541,3527760
3542,1846170
3543,368360
3544,1249040
3545,2629230
3546,1933650
3547,3391970
3548,4152390
3549,672270
3550,2871440
3551,2961880
3552,629820
3553,4511370
3554,3069120
3555,227600
3556,4157130
3557,318521
3558,1801110
3559,3525620
3560,543870
3561,4585210
3562,3577690
3563,1996010
3564,2646130
3565,1425000
3566,2667120
3567,1602010
3568,20920
3569,3663890
3570,4349830
3571,4370220
3572,972660
3573,1948800
3574,2634950
3575,4078570
3576,1804849
3577,2888120
3578,2534090
3579,2489020
3580,2242760
3581,3256150
3582,427190
3583,384030
3584,3377850
3585,3607440
3586,3386550
3587,449800
3588,2426120
3589,1102310
3590,235600
3591,2923820
3592,1419850
3593,394690
3594,2276930
3595,4529100
3596,301280
3597,1359090
3598,2216830
3599,1948120
3600,976590
3601,4024600
3602,2967990
3603,1590230
3604,3337040
3605,2561440
3606,287980
3607,3021100
3608,1705820
3609,430210
3610,740130
3611,1850740
3612,2939600
3613,874310
3614,2212670
3615,4508360
3616,347212
3617,3275760
3618,1026680
3619,3625270
3620,4053820
3621,3823480
3622,629760
3623,1281040
3624,2803600
3625,2111850
3626,1981550
3627,273381
3628,3008740
3629,960990
3630,1701520
3631,1865930
3632,2353510
3633,2058190
3634,518150
3635,939850
3636,2350410
3637,4438240
3638,1147560
3639,2236950
3640,4428640
3641,1569190
3642,200260
3643,4818580
3644,680420
3645,495140
3646,2246670
3647,540711
3648,614580
3649,1977570
3650,3315520
3651,3136330
3652,2631430
3653,526060
3654,2221920
3655,363150
3656,672271
3657,208580
3658,786890
3659,2658040
3660,2564960
3661,977420
3662,736590
3663,744190
3664,382110
3665,2243210
3666,303290
3667,1621560
3668,987050
3669,1463090
3670,3029540
3671,4012030
3672,2389170
3673,266931
3674,1710170
3675,558240
3676,4412710
3677,2121980
3678,1227700
3679,925650
3680,2526530
3681,1235742
3682,4678710
3683,34010
3684,2313540
3685,2485460
3686,4179280
3687,2193220
3688,354290
3689,1121640
3690,2696580
3691,1100140
3692,304210
3693,3843530
3694,2531290
3695,418460
3696,318520
3697,2533600
3698,1084020
3699,304240
3700,3844750
3701,1967640
3702,1175380
3703,4368350
3704,71250
3705,2560240
3706,297790
3707,4062860
3708,301180
3709,2128480
3710,4144990
3711,569480
3712,461248
3713,3326620
3714,258460
3715,672680
3716,3743790
3717,2690330
3718,1071870
3719,383120
3720,3903700
3721,3622640
3722,1144400
3723,744900
3724,4436470
3725,3747730
3726,1238000
3727,1668110
3728,4159030
3729,2991180
3730,2999060
3731,1140001
3732,4036790
3733,2214824
3734,526950
3735,4584200
3736,3315540
3737,3228520
3738,292320
3739,944290
3740,947930
3741,325724
3742,700280
3743,47780
3744,3559250
3745,332570
3746,1934300
3747,1409830
3748,1076850
3749,3450870
3750,2546830
3751,254800
3752,4743620
3753,558243
3754,547502
3755,281610
3756,2497900
3757,2179800
3758,1094780
3759,1134700
3760,990630
3761,3339420
3762,210970
3763,203140
3764,868280
3765,3496000
3766,2870710
3767,1262240
3768,573100
3769,2851150
3770,2805510
3771,3398380
3772,2515460
3773,1283970
3774,3524270
3775,883150
3776,1769533
3777,3150440
3778,933610
3779,777390
3780,215080
3781,2308690
3782,113400
3783,2843190
3784,1606180
3785,343463
3786,266930
3787,3468650
3788,1019540
3789,3951490
3790,3487780
3791,1413870
3792,1229240
3793,2317640
3794,32330
3795,207490
3796,3188680
3797,2796180
3798,2827230
3799,872200
3800,2407830
3801,3025640
3802,2215010
3803,4098660
3804,1388850
3805,1744080
3806,315960
3807,717490
3808,1286320
3809,3755320
3810,388471
3811,2441700
3812,4339880
3813,1769531
3814,1769530
3815,3045200
3816,1769532
3817,3920300
3818,384180
3819,3756010
3820,1712110
3821,1222800
3822,1836730
3823,1486710
3824,262410
3825,258270
3826,4058290
3827,1920430
3828,4056800
3829,754920
3830,2974330
3831,4128140
3832,617830
3833,1585180
3834,1170570
3835,1998240
3836,2195410
3837,2499520
3838,3864100
3839,1201540
3840,1771980
3841,3539440
3842,1263240
3843,754923
3844,1770580
3845,4540950
3846,3474700
3847,2657090
3848,1538550
3849,320240
3850,3274410
3851,2401860
3852,1731270
3853,3307910
3854,1876990
3855,3252020
3856,605230
3857,2138500
3858,981600
3859,2482940
3860,2657100
3861,3874950
3862,2313700
3863,2400510
3864,108710
3865,2052040
3866,2910160
3867,960910
3868,1818470
3869,2454960
3870,3879660
3871,2322380
3872,2738230
3873,343461
3874,2096610
3875,1707550
3876,921950
3877,1281220
3878,4009000
3879,951440
3880,923100
3881,3843540
3882,2024410
3883,1025600
3884,1330460
3885,1737870
3886,1410710
3887,3242950
3888,514900
3889,4491360
3890,3155290
3891,461249
3892,1055430
3893,2569750
3894,1420350
3895,2863060
3896,2854010
3897,313160
3898,1715130
3899,2945610
3900,1151380
3901,1766740
3902,997380
3903,276810
3904,925930
3905,2100160
3906,65980
3907,790710
3908,795420
3909,428730
3910,314160
3911,2069040
3912,3001250
3913,1634150
3914,4280930
3915,3969080
3916,363970
3917,2897700
3918,1265640
3919,4599230
3920,1839430
3921,1613280
3922,2313550
3923,2651350
3924,2790700
3925,3114410
3926,1278540
3927,2853980
3928,1430680
3929,2074800
3930,754921
3931,598190
3932,4024620
3933,378760
3934,1553060
3935,1296830
3936,2245620
3937,895490
3938,1739900
3939,3406150
3940,2383250
3941,2525380
3942,2438990
3943,2169090
3944,2782500
3945,2331540
3946,3587610
3947,392110
3948,34870
3949,4678700
3950,754890
3951,1361000
3952,2661250
3953,272510
3954,3023570
3955,2285550
3956,632300
3957,2497920
3958,1276760
3959,4826530
3960,1294760
3961,577940
3962,2273980
3963,3316350
3964,619680
3965,1634860
3966,3825780
3967,2782200
3968,15120
3969,1325200
3970,1722840
3971,4380410
3972,1901910
3973,4047160
3974,2707490
3975,1601350
3976,3338950
3977,2442460
3978,1436700
3979,2741560
3980,2776900
3981,310950
3982,1232420
3983,3202590
3984,1108590
3985,1174370
3986,816340
3987,3614460
3988,3659490
3989,3054690
3990,1056761
3991,3858380
3992,3599690
3993,432710
3994,3315550
3995,1113120
3996,2788520
3997,343460
3998,1817800
3999,1623660
4000,3734890
4001,1614550
4002,1084160
4003,3690490
4004,41500
4005,406550
4006,2217910
4007,1293820
4008,1556100
4009,887120
4010,3784190
4011,3390880
4012,3951680
4013,411950
4014,3511030
4015,3994610
4016,1525700
4017,2991170
4018,613880
4019,4031130
4020,2170370
4021,4585880
4022,3365170
4023,335020
4024,1484720
4025,2486150
4026,532110
4027,4380650
4028,2944890
4029,1839950
4030,3916860
4031,4623170
4032,13600
4033,1368571
4034,4126900
4035,1125210
4036,1784890
4037,3107030
4038,2166060
4039,15170
4040,1715280
4041,1489630
4042,3149980
4043,4603110
4044,4037750
4045,647830
4046,3027840
4047,1817361
4048,1401490
4049,2820700
4050,386360
4051,2074240
4052,2696090
4053,1644210
4054,1087760
4055,1498130
4056,3739670
4057,1220140
4058,1449260
4059,1369370
4060,3977280
4061,2774040
4062,3789070
4063,3954010
4064,783150
4065,4429510
4066,1604000
4067,3028020
4068,480650
4069,1799930
4070,4144510
4071,893050
4072,936720
4073,2792150
4074,3289720
4075,3022980
4076,1494420
4077,2455690
4078,525040
4079,3504780
4080,357190
4081,1701060
4082,331600
4083,1067850
4084,2504700
4085,4511560
4086,1361320
4087,1804840
4088,3453950
4089,1865950
4090,2093920
4091,2903560
4092,2671030
4093,2825880
4094,1049900
4095,315210
4096,1567020
4097,494730
4098,1867530
4099,4395300
4100,754922
4101,3564340
4102,1620340
4103,204880
4104,3992110
4105,50
4106,1173810
4107,4233550
4108,1720820
4109,2479650
4110,1055540
4111,3227640
4112,4156580
4113,718670
4114,3936730
4115,895491
4116,918570
4117,4321500
4118,1000717
4119,536270
4120,1887840
4121,3474900
4122,4210150
4123,307110
4124,1945681
4125,1421490
4126,1492730
4127,1330430
4128,4139720
4129,1221250
4130,3543750
4131,2920510
4132,1865970
4133,331670
4134,2230650
4135,1003590
4136,3288210
4137,1382330
4138,3897660
4139,1608230
4140,3441460
4141,589590
4142,1021110
4143,3014580
4144,3925760
4145,4399570
4146,1290760
4147,773790
4148,3524260
4149,1354830
4150,3562890
4151,333600
4152,3651190
4153,4175650
4154,1178490
4155,606880
4156,4208730
4157,526160
4158,2869860
4159,3158270
4160,303310
4161,2926440
4162,1274600
4163,2277860
4164,2623050
4165,4127530
4166,2096600
4167,394510
4168,3544250
4169,2894270
4170,2903950
4171,3053950
4172,2088781
4173,3061810
4174,3803320
4175,2197890
4176,447530
4177,3919190
4178,1492680
4179,4767560
4180,437920
4181,4204530
4182,1243960
4183,3436030
4184,2918500
4185,607080
4186,2673180
4187,2386530
4188,2625580
4189,1083790
4190,266840
4191,4149910
4192,2486740
4193,611660
4194,1999360
4195,3194200
4196,1384770
4197,2637990
4198,3365050
4199,1289810
4200,337000
4201,1372150
4202,3766810
4203,259381
4204,2510960
4205,1245560
4206,1164110
4207,3204810
4208,3504580
4209,2936310
4210,620620
4211,339340
4212,1286580
4213,242860
4214,1555040
4215,658620
4216,1969380
4217,4716860
4218,1162520
4219,3061390
4220,1947130
4221,1173370
4222,3752060
4223,3155010
4224,3942480
4225,352720
4226,2754090
4227,2893820
4228,397950
4229,603850
4230,1163770
4231,1061090
4232,3244800
4233,3562730
4234,2241380
4235,4539740
4236,3670580
4237,2200970
4238,2235200
4239,3422270
4240,2285150
4241,1931780
4242,1235753
4243,1468260
4244,2299780
4245,3243190
4246,400080
4247,1755840
4248,2854000
4249,2543180
4250,2140510
4251,3274400
4252,1608070
4253,684410
4254,3859750
4255,1235747
4256,1188790
4257,4145130
4258,1421250
4259,4169770
4260,1430990
4261,2430390
4262,3933070
4263,2750080
4264,2131650
4265,16810
4266,2218650
4267,1061910
4268,3476880
4269,715191
4270,1022980
4271,6800
4272,20900
4273,3453600
4274,590380
4275,1143650
4276,2779890
4277,3419430
4278,3405480
4279,1580050
4280,3946110
4281,1292940
4282,2236680
4283,1402120
4284,1804470
4285,2917030
4286,443110
4287,3001240
4288,972370
4289,3107410
4290,2291340
4291,1692080
4292,1374990
4293,1770480
4294,658850
4295,1082430
